"id","mssubclass","lotshape","lotshape_mean"
1364,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1439,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1388,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1081,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
229,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1112,"2-STORY 1946 & NEWER","Regular",0.63
559,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
1315,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1102,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
788,"2-STORY 1946 & NEWER","Slightly irregular",0.33
304,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
52,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1453,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
1198,"2-1/2 STORY ALL AGES","Slightly irregular",0.33
633,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
341,"2-STORY 1946 & NEWER","Regular",0.63
450,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
900,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
405,"2-STORY 1946 & NEWER","Slightly irregular",0.33
170,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1195,"2-STORY 1946 & NEWER","Regular",0.63
996,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
762,"1-STORY 1945 & OLDER","Regular",0.63
712,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
192,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1174,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
513,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
101,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1197,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1063,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
473,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
69,"1-STORY 1945 & OLDER","Regular",0.63
1059,"2-STORY 1946 & NEWER","Slightly irregular",0.33
878,"2-STORY 1946 & NEWER","Regular",0.63
679,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
983,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
375,"2-STORY 1946 & NEWER","Regular",0.63
415,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
976,"2-STORY PUD - 1946 & NEWER","Regular",0.63
729,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
680,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1242,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
408,"2-STORY 1945 & OLDER","Regular",0.63
1376,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1365,"2-STORY PUD - 1946 & NEWER","Regular",0.63
782,"2-STORY 1946 & NEWER","Regular",0.63
1160,"2-STORY 1946 & NEWER","Regular",0.63
689,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1338,"1-STORY 1945 & OLDER","Slightly irregular",0.33
1359,"2-STORY PUD - 1946 & NEWER","Regular",0.63
982,"2-STORY 1946 & NEWER","Slightly irregular",0.33
522,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1079,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
674,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1445,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
630,"SPLIT OR MULTI-LEVEL","Regular",0.63
11,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1152,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
575,"SPLIT OR MULTI-LEVEL","Regular",0.63
1384,"1-STORY 1945 & OLDER","Regular",0.63
1330,"2-STORY 1946 & NEWER","Slightly irregular",0.33
821,"2-STORY 1946 & NEWER","Slightly irregular",0.33
401,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Moderately Irregular",0.03
1456,"2-STORY 1946 & NEWER","Regular",0.63
1141,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1329,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
659,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
739,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1094,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
279,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
9,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1110,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
903,"2-STORY 1946 & NEWER","Regular",0.63
741,"2-STORY 1945 & OLDER","Regular",0.63
716,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
897,"1-STORY 1945 & OLDER","Regular",0.63
543,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
565,"2-STORY 1946 & NEWER","Slightly irregular",0.33
736,"2-1/2 STORY ALL AGES","Regular",0.63
566,"2-STORY 1945 & OLDER","Regular",0.63
85,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
1130,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
457,"2-STORY 1945 & OLDER","Regular",0.63
592,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1440,"2-STORY 1946 & NEWER","Regular",0.63
281,"2-STORY 1946 & NEWER","Regular",0.63
687,"2-STORY 1946 & NEWER","Regular",0.63
1041,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
553,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
302,"2-STORY 1946 & NEWER","Irregular",0.01
288,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
21,"2-STORY 1946 & NEWER","Slightly irregular",0.33
622,"2-STORY 1946 & NEWER","Regular",0.63
927,"2-STORY 1946 & NEWER","Regular",0.63
1027,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
774,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1385,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
398,"2-STORY 1946 & NEWER","Regular",0.63
635,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
388,"SPLIT OR MULTI-LEVEL","Regular",0.63
1233,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
165,"1-STORY W/FINISHED ATTIC ALL AGES","Regular",0.63
56,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
151,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1346,"1-STORY 1945 & OLDER","Regular",0.63
820,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1267,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Slightly irregular",0.33
992,"2-STORY 1945 & OLDER","Regular",0.63
620,"2-STORY 1946 & NEWER","Regular",0.63
894,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1357,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
245,"2-STORY 1946 & NEWER","Slightly irregular",0.33
205,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
67,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1326,"1-STORY 1945 & OLDER","Regular",0.63
1020,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
325,"SPLIT OR MULTI-LEVEL","Regular",0.63
673,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
895,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1060,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
1377,"1-STORY 1945 & OLDER","Regular",0.63
1127,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1017,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
783,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
484,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
334,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
558,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
144,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1071,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
540,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1224,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
168,"2-STORY 1946 & NEWER","Regular",0.63
471,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
598,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1051,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1424,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
287,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
464,"2-STORY 1945 & OLDER","Slightly irregular",0.33
1109,"2-STORY 1946 & NEWER","Regular",0.63
167,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
277,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
290,"2-STORY 1945 & OLDER","Regular",0.63
300,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1352,"2-STORY 1946 & NEWER","Slightly irregular",0.33
662,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
284,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1254,"2-STORY 1946 & NEWER","Slightly irregular",0.33
342,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1133,"2-STORY 1945 & OLDER","Regular",0.63
1441,"2-STORY 1945 & OLDER","Slightly irregular",0.33
1271,"1-STORY W/FINISHED ATTIC ALL AGES","Regular",0.63
367,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1035,"1-STORY 1945 & OLDER","Regular",0.63
1073,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
588,"SPLIT FOYER","Slightly irregular",0.33
1019,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
41,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
439,"1-STORY 1945 & OLDER","Regular",0.63
206,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
46,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1389,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
586,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
32,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
572,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
53,"DUPLEX - ALL STYLES AND AGES","Moderately Irregular",0.03
336,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Slightly irregular",0.33
275,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
247,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1412,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
260,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
423,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1240,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
136,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
139,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1459,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1182,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
411,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
869,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
1033,"2-STORY 1946 & NEWER","Slightly irregular",0.33
864,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
425,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
672,"2-STORY 1945 & OLDER","Regular",0.63
825,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1454,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1040,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
316,"2-STORY 1946 & NEWER","Slightly irregular",0.33
731,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
403,"1-STORY 1945 & OLDER","Regular",0.63
1282,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
256,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1350,"2-STORY 1945 & OLDER","Regular",0.63
654,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
332,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
628,"SPLIT OR MULTI-LEVEL","Regular",0.63
33,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
422,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
885,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
549,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
185,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
215,"2-STORY 1946 & NEWER","Slightly irregular",0.33
653,"2-STORY 1946 & NEWER","Regular",0.63
380,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1275,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1107,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1339,"2-STORY 1946 & NEWER","Slightly irregular",0.33
130,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1157,"SPLIT OR MULTI-LEVEL","Regular",0.63
23,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
612,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
486,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
625,"2-STORY 1946 & NEWER","Regular",0.63
1155,"2-STORY 1946 & NEWER","Slightly irregular",0.33
617,"2-STORY 1946 & NEWER","Slightly irregular",0.33
765,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1277,"2-STORY 1946 & NEWER","Slightly irregular",0.33
552,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
887,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
959,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
819,"SPLIT OR MULTI-LEVEL","Regular",0.63
314,"1-STORY 1946 & NEWER ALL STYLES","Irregular",0.01
817,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
386,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1274,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
426,"2-STORY 1946 & NEWER","Regular",0.63
433,"2-STORY PUD - 1946 & NEWER","Regular",0.63
364,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1187,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Slightly irregular",0.33
877,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
299,"2-STORY 1946 & NEWER","Regular",0.63
169,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1123,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1113,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
605,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
345,"2-STORY PUD - 1946 & NEWER","Regular",0.63
92,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1317,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
541,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
971,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
660,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
910,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
437,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
236,"2-STORY PUD - 1946 & NEWER","Regular",0.63
941,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
957,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1065,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
998,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
949,"2-STORY 1946 & NEWER","Slightly irregular",0.33
197,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
135,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
999,"1-STORY 1945 & OLDER","Regular",0.63
493,"2-STORY 1946 & NEWER","Slightly irregular",0.33
707,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
1064,"1-STORY 1945 & OLDER","Regular",0.63
665,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
454,"2-STORY 1946 & NEWER","Regular",0.63
759,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1193,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
879,"SPLIT FOYER","Slightly irregular",0.33
482,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
227,"2-STORY 1946 & NEWER","Slightly irregular",0.33
500,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1204,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
311,"2-STORY 1946 & NEWER","Slightly irregular",0.33
73,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1169,"2-STORY 1945 & OLDER","Regular",0.63
103,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1252,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1171,"SPLIT OR MULTI-LEVEL","Regular",0.63
1085,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
1236,"2-STORY 1945 & OLDER","Regular",0.63
1138,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
875,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
121,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
239,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1353,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1255,"2-STORY 1946 & NEWER","Regular",0.63
420,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1438,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1407,"SPLIT FOYER","Regular",0.63
561,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1322,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
845,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
755,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1031,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1184,"1-STORY 1945 & OLDER","Regular",0.63
196,"2-STORY PUD - 1946 & NEWER","Regular",0.63
291,"2-STORY 1946 & NEWER","Regular",0.63
15,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1069,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1361,"2-STORY 1945 & OLDER","Regular",0.63
1129,"2-STORY 1946 & NEWER","Slightly irregular",0.33
859,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
842,"2-STORY 1945 & OLDER","Regular",0.63
767,"2-STORY 1946 & NEWER","Regular",0.63
1367,"2-STORY 1946 & NEWER","Slightly irregular",0.33
61,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1043,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
244,"2-STORY PUD - 1946 & NEWER","Regular",0.63
602,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1192,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1088,"2-STORY 1946 & NEWER","Regular",0.63
691,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1124,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
468,"2-STORY 1945 & OLDER","Regular",0.63
697,"1-STORY 1945 & OLDER","Regular",0.63
721,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1243,"SPLIT FOYER","Regular",0.63
251,"1-STORY 1945 & OLDER","Slightly irregular",0.33
1100,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
705,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
104,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1270,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1436,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
171,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
1032,"2-1/2 STORY ALL AGES","Regular",0.63
960,"2-STORY PUD - 1946 & NEWER","Regular",0.63
397,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
427,"SPLIT OR MULTI-LEVEL","Regular",0.63
604,"2-STORY PUD - 1946 & NEWER","Regular",0.63
786,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
347,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
179,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
562,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1455,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
636,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1228,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
321,"2-STORY 1946 & NEWER","Regular",0.63
105,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1387,"2-STORY 1946 & NEWER","Slightly irregular",0.33
402,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
804,"2-STORY 1946 & NEWER","Regular",0.63
445,"2-STORY 1946 & NEWER","Regular",0.63
866,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
889,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
991,"2-STORY 1946 & NEWER","Regular",0.63
1391,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
776,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
467,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
327,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
253,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1369,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
581,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
692,"2-STORY 1946 & NEWER","Slightly irregular",0.33
14,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1177,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1121,"1-STORY 1945 & OLDER","Regular",0.63
109,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
133,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1343,"2-STORY 1946 & NEWER","Regular",0.63
724,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1134,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1323,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1237,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1222,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
372,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1358,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
339,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
600,"2-STORY PUD - 1946 & NEWER","Regular",0.63
772,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
335,"2-STORY 1946 & NEWER","Slightly irregular",0.33
603,"2-STORY 1946 & NEWER","Slightly irregular",0.33
591,"2-STORY 1946 & NEWER","Regular",0.63
808,"2-STORY 1945 & OLDER","Regular",0.63
383,"2-STORY 1946 & NEWER","Slightly irregular",0.33
301,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
7,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1011,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
757,"2-STORY 1946 & NEWER","Slightly irregular",0.33
771,"SPLIT FOYER","Slightly irregular",0.33
827,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
254,"SPLIT OR MULTI-LEVEL","Regular",0.63
1360,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
377,"SPLIT FOYER","Slightly irregular",0.33
952,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
159,"2-STORY 1946 & NEWER","Regular",0.63
1402,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1399,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
432,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
857,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
986,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
619,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
890,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1214,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
20,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1394,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1347,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
1341,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1061,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
319,"2-STORY 1946 & NEWER","Regular",0.63
1417,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1,"2-STORY 1946 & NEWER","Regular",0.63
76,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
1074,"2-STORY 1946 & NEWER","Slightly irregular",0.33
517,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
1111,"2-STORY 1946 & NEWER","Regular",0.63
1082,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1392,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
129,"2-STORY 1946 & NEWER","Regular",0.63
203,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1181,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
789,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
346,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
71,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
267,"2-STORY 1946 & NEWER","Slightly irregular",0.33
68,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1002,"1-STORY 1945 & OLDER","Regular",0.63
773,"SPLIT OR MULTI-LEVEL","Regular",0.63
1023,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
146,"2-STORY PUD - 1946 & NEWER","Regular",0.63
80,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1172,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
861,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1208,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
511,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
162,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1351,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
738,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1183,"2-STORY 1946 & NEWER","Slightly irregular",0.33
797,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
582,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1333,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1095,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1034,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
943,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
1386,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
330,"2-STORY 1945 & OLDER","Regular",0.63
751,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
237,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1220,"2-STORY PUD - 1946 & NEWER","Regular",0.63
